является фонетико-семантическим компонентом,фонетик,汉字,部件1,部件2,部件3,部件4,部件5,部件6,部件7,部件8,部件9
Нет,,喉,口,人,乛,一,矢,,,,
Нет,,幅,巾,一,口,田,,,,,
Нет,,帽,巾,冃,目,,,,,,
Да,者,赌,贝,耂,日,,,,,,
Нет,,赔,贝,立,口,,,,,,
Нет,,黑,口,丷,土,火,,,,,
Нет,,铸,钅,丰,寸,,,,,,
Нет,,铺,钅,甫,,,,,,,
Да,连,链,钅,辶,车,,,,,,
Да,肖,销,钅,小,月,,,,,,
Да,琐,锁,钅,小,贝,,,,,,
Нет,,锄,钅,且,力,,,,,,
Нет,,锅,钅,口,内,,,,,,
Нет,,锈,钅,禾,乃,,,,,,
Нет,,锋,钅,夂,丰,,,,,,
Нет,,锐,钅,丷,口,儿,,,,,
Нет,,短,矢,豆,,,,,,,
Нет,,智,矢,口,日,,,,,,
Нет,,毯,毛,火,火,,,,,,
Да,我,鹅,我,鸟,,,,,,,
Да,乘,剩,禾,{⿰二丨},匕,刀,,,,,
Да,肖,稍,禾,小,月,,,,,,
Да,呈,程,禾,口,王,,,,,,
Нет,,稀,禾,乂,一,丿,巾,,,,
Нет,,税,禾,丷,口,儿,,,,,
Да,匡,筐,竹,匚,王,,,,,,
Да,寺,等,竹,土,寸,,,,,,
Да,竹,筑,竹,工,凡,,,,,,
Нет,,策,竹,朿,,,,,,,
Нет,,筛,竹,丨,丿,丿,巾,,,,
Да,同,筒,竹,冂,一,口,,,,,
Да,合,答,竹,人,一,口,,,,,
Нет,,筋,竹,月,力,,,,,,
Да,争,筝,竹,争,,,,,,,
Да,敖,傲,人,𫠤,攵,,,,,,
Нет,,傅,人,甫,寸,,,,,,
Нет,,牌,片,卑,,,,,,,
Да,保,堡,人,口,木,土,,,,,
Нет,,集,隹,木,,,,,,,
Нет,,焦,隹,火,,,,,,,
Нет,,傍,人,亠,丷,冖,方,,,,
Да,者,储,人,讠,耂,日,,,,,
Нет,,奥,丶,冂,米,大,,,,,
Нет,,街,彳,一,丁,土,土,,,,
Нет,,惩,彳,正,心,,,,,,
Да,午,御,彳,𦈢,卩,,,,,,
Нет,,循,彳,厂,十,目,,,,,
Нет,,艇,舟,廴,壬,,,,,,
Да,舍,舒,人,舌,予,,,,,,
Нет,,番,釆,田,,,,,,,
Нет,,释,釆,又,二,丨,,,,,
Да,今,禽,人,亠,凵,乂,禸,,,,
Да,巤,腊,月,井,日,,,,,,
Нет,,脾,月,卑,,,,,,,
Да,空,腔,月,穴,工,,,,,,
Нет,,鲁,鱼,日,,,,,,,
Нет,,猾,犭,冎,月,,,,,,
Нет,,猴,犭,人,乛,一,矢,,,,
Нет,,然,月,犬,灬,,,,,,
Да,毚,馋,饣,免,冫,,,,,,
Да,爿,装,丬,士,衣,,,,,,
Нет,,蛮,亦,虫,,,,,,,
Нет,,就,京,尤,,,,,,,
Да,甬,痛,疒,龴,用,,,,,,
Нет,,童,立,里,,,,,,,
Нет,,阔,门,氵,舌,,,,,,
Нет,,善,羊,丷,一,口,,,,,
Нет,,羡,羊,冫,欠,,,,,,
Да,並,普,丷,亚,日,,,,,,
Нет,,粪,米,井,八,,,,,,
Нет,,尊,丷,酉,寸,,,,,,
Да,首,道,辶,首,,,,,,,
Нет,,曾,丷,口,丨,丷,曰,,,,
Нет,,焰,火,刀,臼,,,,,,
Да,巷,港,氵,井,八,己,,,,,
Да,胡,湖,氵,十,口,月,,,,,
Нет,,渣,氵,木,日,一,,,,,
Нет,,湿,氵,日,业,,,,,,
Нет,,温,氵,日,皿,,,,,,
Нет,,渴,氵,日,勹,𠃊,人,,,,
Нет,,滑,氵,冎,月,,,,,,
Нет,,湾,氵,亦,弓,,,,,,
Да,度,渡,氵,广,廿,又,,,,,
Нет,,游,氵,方,丿,一,子,,,,
Да,兹,滋,氵,䒑,幺,幺,,,,,
Нет,,溉,氵,{⿸𢀳丶},旡,,,,,,
Нет,,愤,忄,十,艹,贝,,,,,
Да,荒,慌,忄,艹,亡,川,,,,,
Нет,,惰,忄,一,丿,工,月,,,,
Нет,,愧,忄,鬼,,,,,,,
Нет,,愉,忄,人,一,月,刀,,,,
Нет,,慨,忄,{⿸𢀳丶},旡,,,,,,
Нет,,割,宀,丰,口,刀,,,,,
Нет,,寒,宀,井,大,冫,,,,,
Нет,,富,宀,一,口,田,,,,,
Нет,,窜,穴,串,,,,,,,
Нет,,窝,穴,口,内,,,,,,
Нет,,窗,穴,囱,,,,,,,
Нет,,遍,辶,户,𠕁,,,,,,
Нет,,裕,衤,谷,,,,,,,
Да,车,裤,衤,广,车,,,,,,
Да,君,裙,衤,尹,口,,,,,,
Да,射,谢,讠,身,寸,,,,,,
Нет,,谣,讠,爫,缶,,,,,,
Нет,,谦,讠,兼,,,,,,,
Нет,,属,尸,禹,,,,,,,
Нет,,屡,尸,米,女,,,,,,
Да,强,强,弓,口,虫,,,,,,
Нет,,粥,弓,米,弓,,,,,,
Нет,,疏,乛,卜,人,亠,厶,川,,,
Нет,,隔,阝,鬲,,,,,,,
Да,隙,隙,阝,小,日,小,,,,,
Да,如,絮,女,口,糸,,,,,,
Нет,,嫂,女,臼,丨,又,,,,,
Нет,,登,癶,豆,,,,,,,
Нет,,缎,纟,丿,丰,殳,,,,,
Нет,,缓,纟,爪,一,一,丿,又,,,
Нет,,编,纟,户,𠕁,,,,,,
Нет,,骗,马,户,𠕁,,,,,,
Нет,,缘,纟,彑,𧰨,,,,,,
Нет,,瑞,王,山,而,,,,,,
Да,云,魂,云,鬼,,,,,,,
Да,㣇,肆,镸,聿,,,,,,,
Нет,,摄,扌,耳,又,又,,,,,
Нет,,摸,扌,艹,日,大,,,,,
Нет,,填,土,直,八,,,,,,
Нет,,搏,扌,甫,寸,,,,,,
Нет,,塌,土,日,习,习,,,,,
Нет,,鼓,十,豆,十,又,,,,,
Нет,,摆,扌,罒,去,,,,,,
Нет,,携,扌,隹,乃,,,,,,
Нет,,搬,扌,舟,殳,,,,,,
Нет,,摇,扌,爫,缶,,,,,,
Нет,,搞,扌,高,,,,,,,
Да,唐,塘,土,广,肀,口,,,,,
Да,𦰩,摊,扌,又,隹,,,,,,
Нет,,蒜,艹,示,示,,,,,,
Нет,,勤,堇,力,,,,,,,
Нет,,鹊,井,日,鸟,,,,,,
Да,监,蓝,艹,丨,丨,丿,一,丶,皿,,
Нет,,墓,艹,日,大,土,,,,,
Нет,,幕,艹,日,大,巾,,,,,
Нет,,蓬,艹,辶,夂,丰,,,,,
Нет,,蓄,艹,亠,幺,田,,,,,
Нет,,蒙,艹,冖,一,豕,,,,,
Нет,,蒸,艹,丞,火,,,,,,
Нет,,献,南,犬,,,,,,,
Да,林,禁,木,木,示,,,,,,
Нет,,楚,木,木,乛,卜,人,,,,
Да,相,想,木,目,心,,,,,,
Нет,,槐,木,鬼,,,,,,,
Нет,,榆,木,人,一,月,刀,,,,
Нет,,楼,木,米,女,,,,,,
Нет,,概,木,{⿸𢀳丶},旡,,,,,,
Да,剌,赖,束,刀,贝,,,,,,
Да,州,酬,酉,州,,,,,,,
Нет,,感,戊,一,口,心,,,,,
Да,㝵,碍,石,日,一,寸,,,,,
Нет,,碑,石,卑,,,,,,,
Нет,,碎,石,亠,人,人,十,,,,
Нет,,碰,石,丷,亚,,,,,,
Нет,,碗,石,宀,夕,卩,,,,,
Нет,,碌,石,彐,氺,,,,,,
Нет,,雷,雨,田,,,,,,,
Нет,,零,雨,人,一,卩,,,,,
Нет,,雾,雨,夕,力,,,,,,
Да,包,雹,雨,勹,己,,,,,,
Нет,,输,车,人,一,月,刀,,,,
Нет,,督,上,小,又,目,,,,,
Нет,,龄,止,人,凵,人,一,卩,,,
Да,监,鉴,丨,丨,丿,一,丶,金,,,
Да,青,睛,目,丰,月,,,,,,
Нет,,睡,目,垂,,,,,,,
Нет,,睬,目,爪,木,,,,,,
Нет,,鄙,口,亠,囗,口,阝,,,,
Нет,,愚,禺,心,,,,,,,
Нет,,暖,日,爪,一,一,丿,又,,,
Нет,,盟,日,月,皿,,,,,,
Нет,,歇,日,勹,𠃊,人,欠,,,,
Да,音,暗,日,立,日,,,,,,
Нет,,照,日,刀,口,火,,,,,
Нет,,跨,口,卜,人,大,一,丂,,,
Нет,,跳,口,卜,人,兆,,,,,
Нет,,跪,口,卜,人,刀,厂,卩,,,
Да,各,路,口,卜,人,夂,口,,,,
Нет,,跟,口,卜,人,艮,,,,,
Нет,,遣,辶,中,一,尸,乛,一,,,
Да,我,蛾,虫,我,,,,,,,
Нет,,蜂,虫,夂,丰,,,,,,
Нет,,嗓,口,木,又,又,又,,,,
Да,直,置,罒,直,,,,,,,
Нет,,罪,罒,非,,,,,,,
Нет,,罩,罒,卜,日,十,,,,,
Нет,,错,钅,井,日,,,,,,
Нет,,锡,钅,日,勿,,,,,,
Нет,,锣,钅,罒,夕,,,,,,
Нет,,锤,钅,垂,,,,,,,
Да,金,锦,钅,白,巾,,,,,,
Нет,,键,钅,廴,聿,,,,,,
Да,居,锯,钅,尸,十,口,,,,,
Нет,,矮,矢,禾,女,,,,,,
Нет,,辞,舌,辛,,,,,,,
Да,周,稠,禾,冂,土,口,,,,,
Да,秋,愁,禾,火,心,,,,,,
Нет,,筹,竹,丰,寸,,,,,,
Да,佥,签,竹,人,一,小,一,,,,
Да,闲,简,竹,门,日,,,,,,
Нет,,毁,臼,工,殳,,,,,,
Да,臼,舅,臼,田,力,,,,,,
Нет,,鼠,鼠,,,,,,,,
Нет,,催,人,山,隹,,,,,,
Да,夋,傻,人,囟,儿,夕,,,,,
Нет,,像,人,象,,,,,,,
Нет,,躲,身,几,木,,,,,,
Нет,,微,彳,山,兀,攴,,,,,
Нет,,愈,人,一,月,刀,心,,,,
Нет,,遥,辶,爪,缶,,,,,,
Нет,,腰,月,西,女,,,,,,
Да,星,腥,月,生,日,,,,,,
Нет,,腹,月,丿,一,日,夕,,,,
Да,朕,腾,月,丷,夫,马,,,,,
Да,退,腿,月,辶,艮,,,,,,
Нет,,触,角,虫,,,,,,,
Нет,,解,角,刀,牛,,,,,,
Да,将,酱,丬,夕,酉,,,,,,
Нет,,痰,疒,火,火,,,,,,
Нет,,廉,广,兼,,,,,,,
Нет,,新,立,木,斤,,,,,,
Нет,,韵,立,日,勹,冫,,,,,
Нет,,意,立,日,心,,,,,,
Да,良,粮,米,丶,艮,,,,,,
Нет,,数,米,女,攴,,,,,,
Нет,,煎,丷,一,月,刂,火,,,,
Нет,,塑,屰,月,土,,,,,,
Да,兹,慈,䒑,幺,幺,心,,,,,
Нет,,煤,火,甘,木,,,,,,
Да,皇,煌,火,白,王,,,,,,
Нет,,满,氵,艹,两,,,,,,
Нет,,漠,氵,艹,日,大,,,,,
Да,原,源,氵,厂,白,小,,,,,
Нет,,滤,氵,虍,心,,,,,,
Да,监,滥,氵,丨,丨,丿,一,丶,皿,,
Нет,,滔,氵,爪,臼,,,,,,
Нет,,溪,氵,爪,幺,大,,,,,
Нет,,溜,氵,卯,田,,,,,,
Нет,,滚,氵,衣,八,厶,,,,,
Нет,,滨,氵,宀,丘,八,,,,,
Да,刅,粱,氵,刀,八,米,,,,,
Да,𦰩,滩,氵,又,隹,,,,,,
Нет,,慎,忄,直,八,,,,,,
Нет,,誉,丷,六,言,,,,,,
Нет,,塞,宀,井,大,土,,,,,
Нет,,谨,讠,堇,,,,,,,
Нет,,福,礻,一,口,田,,,,,
Да,君,群,尹,口,羊,,,,,,
Нет,,殿,尸,井,八,殳,,,,,
Нет,,辟,尸,口,辛,,,,,,
Нет,,障,阝,立,日,十,,,,,
Нет,,嫌,女,兼,,,,,,,
Нет,,嫁,女,宀,豕,,,,,,
Да,叠,叠,又,又,又,冖,且,,,,
Нет,,缝,纟,辶,夂,丰,,,,,
Да,旦,缠,纟,广,里,,,,,,
Да,争,静,丰,月,争,,,,,,
Да,白,碧,王,白,石,,,,,,
Нет,,璃,王,亠,凵,乂,禸,,,,
Да,啬,墙,土,土,丷,囗,口,,,,
Нет,,撇,扌,㡀,攴,,,,,,
Нет,,嘉,士,口,丷,一,力,口,,,
Нет,,摧,扌,山,隹,,,,,,
Нет,,截,十,戈,隹,,,,,,
Нет,,誓,扌,斤,言,,,,,,
Нет,,境,土,立,日,儿,,,,,
Нет,,摘,扌,亠,丷,冂,十,口,,,
Нет,,摔,扌,亠,幺,冫,丶,丶,十,,
Нет,,聚,耳,又,乑,,,,,,
Нет,,蔽,艹,㡀,攴,,,,,,
Нет,,慕,艹,日,大,心,,,,,
Нет,,暮,艹,日,大,日,,,,,
Нет,,蔑,艹,罒,戊,丶,,,,,
Нет,,模,木,艹,日,大,,,,,
Нет,,榴,木,卯,田,,,,,,
Нет,,榜,木,亠,丷,冖,方,,,,
Нет,,榨,木,穴,乍,,,,,,
Нет,,歌,丁,口,丁,口,欠,,,,
Нет,,遭,辶,卄,曰,日,,,,,
Нет,,酷,酉,牛,口,,,,,,
Нет,,酿,酉,丶,艮,,,,,,
Да,夋,酸,酉,厶,八,夂,,,,,
Да,兹,磁,石,䒑,幺,幺,,,,,
Да,愿,愿,厂,白,小,心,,,,,
Нет,,需,雨,而,,,,,,,
Нет,,弊,㡀,攴,廾,,,,,,
Нет,,裳,小,冂,口,衣,,,,,
Нет,,颗,果,页,,,,,,,
Нет,,嗽,口,束,欠,,,,,,
Да,青,蜻,虫,丰,月,,,,,,
Да,巤,蜡,虫,井,日,,,,,,
Нет,,蝇,虫,口,电,,,,,,
Нет,,蜘,虫,矢,口,,,,,,
Нет,,赚,贝,兼,,,,,,,
Нет,,锹,钅,禾,火,,,,,,
Нет,,锻,钅,丿,丰,殳,,,,,
Нет,,舞,丿,一,川,丨,一,一,夕,㐄,
Нет,,稳,禾,刀,彐,心,,,,,
Нет,,算,竹,目,廾,,,,,,
Нет,,箩,竹,罒,夕,,,,,,
Нет,,管,竹,宀,㠯,,,,,,
Нет,,僚,人,大,丷,日,小,,,,
Да,畀,鼻,自,田,廾,,,,,,
Да,白,魄,白,鬼,,,,,,,
Нет,,貌,豸,白,儿,,,,,,
Нет,,膜,月,艹,日,大,,,,,
Нет,,膊,月,甫,寸,,,,,,
Нет,,膀,月,亠,丷,冖,方,,,,
Нет,,鲜,鱼,羊,,,,,,,
Нет,,疑,匕,矢,龴,乛,卜,人,,,
Нет,,馒,饣,曰,目,又,,,,,
Нет,,裹,衣,果,,,,,,,
Нет,,敲,高,攴,,,,,,,
Да,高,豪,亠,口,冖,豕,,,,,
Да,高,膏,高,月,,,,,,,
Да,庶,遮,辶,广,廿,火,,,,,
Нет,,腐,广,人,寸,肉,,,,,
Нет,,瘦,疒,臼,丨,又,,,,,
Да,剌,辣,辛,束,,,,,,,
Нет,,竭,立,日,勹,𠃊,人,,,,
Нет,,端,立,山,而,,,,,,
Нет,,旗,方,丿,一,其,,,,,
Да,青,精,米,丰,月,,,,,,
Нет,,歉,兼,欠,,,,,,,
Нет,,熄,火,自,心,,,,,,
Нет,,熔,火,宀,谷,,,,,,
Нет,,漆,氵,木,人,氺,,,,,
Нет,,漂,氵,西,示,,,,,,
Нет,,漫,氵,曰,目,又,,,,,
Нет,,滴,氵,亠,丷,冂,十,口,,,
Нет,,演,氵,宀,一,由,八,,,,
Да,屚,漏,氵,尸,雨,,,,,,
Нет,,慢,忄,曰,目,又,,,,,
Да,塞,寨,宀,井,大,木,,,,,
Да,塞,赛,宀,井,大,贝,,,,,
Нет,,察,宀,𱼀,示,,,,,,
Нет,,蜜,宀,必,虫,,,,,,
Да,並,谱,讠,丷,亚,日,,,,,
Нет,,嫩,女,束,攴,,,,,,
Нет,,翠,习,习,亠,人,人,十,,,
Нет,,熊,厶,月,匕,匕,火,,,,
Нет,,凳,癶,豆,几,,,,,,
Нет,,骡,马,田,糸,,,,,,
Да,宿,缩,纟,宀,人,百,,,,,
Нет,,慧,丰,丰,彐,心,,,,,
Нет,,撕,扌,其,斤,,,,,,
Нет,,撒,扌,井,月,攴,,,,,
Нет,,趣,十,乛,卜,人,耳,又,,,
Нет,,趟,十,乛,卜,人,小,冂,口,,
Нет,,撑,扌,⺌,冂,口,手,,,,
Нет,,播,扌,釆,田,,,,,,
Нет,,撞,扌,立,里,,,,,,
Нет,,撤,扌,亠,厶,月,攵,,,,
Нет,,增,土,丷,口,丨,丷,曰,,,
Нет,,聪,耳,丷,口,心,,,,,
Нет,,鞋,革,土,土,,,,,,
Нет,,蕉,艹,隹,火,,,,,,
Нет,,蔬,艹,乛,卜,人,亠,厶,川,,
Да,黄,横,木,黄,,,,,,,
Нет,,槽,木,卄,曰,日,,,,,
Нет,,樱,木,贝,贝,女,,,,,
Нет,,橡,木,象,,,,,,,
Нет,,飘,西,示,风,,,,,,
Нет,,醋,酉,井,日,,,,,,
Нет,,醉,酉,亠,人,人,十,,,,
Нет,,震,雨,辰,,,,,,,
Нет,,霉,雨,𠂉,母,,,,,,
Нет,,瞒,目,艹,两,,,,,,
Нет,,题,日,乛,卜,人,页,,,,
Нет,,暴,日,龷,八,氺,,,,,
Нет,,瞎,目,宀,丰,口,,,,,
Да,景,影,日,京,彡,,,,,,
Нет,,踢,口,卜,人,日,勿,,,,
Нет,,踏,口,卜,人,水,日,,,,
Нет,,踩,口,卜,人,爪,木,,,,
Нет,,踪,口,卜,人,宀,示,,,,
Да,枼,蝶,虫,世,木,,,,,,
Да,胡,蝴,虫,十,口,月,,,,,
Нет,,嘱,口,尸,禹,,,,,,
Да,黑,墨,黑,土,,,,,,,
Нет,,镇,钅,直,八,,,,,,
Нет,,靠,牛,口,非,,,,,,
Нет,,稻,禾,爪,臼,,,,,,
Нет,,黎,禾,人,氺,勹,丿,,,,
Нет,,稿,禾,高,,,,,,,
Нет,,稼,禾,宀,豕,,,,,,
Да,相,箱,竹,木,目,,,,,,
Нет,,箭,竹,丷,一,月,刂,,,,
Нет,,篇,竹,户,𠕁,,,,,,
Да,畺,僵,人,三,田,田,,,,,
Нет,,躺,身,小,冂,口,,,,,
Нет,,僻,人,尸,口,辛,,,,,
Да,直,德,彳,十,罒,一,心,,,,
Нет,,艘,舟,臼,丨,又,,,,,
Нет,,膝,月,木,人,氺,,,,,
Нет,,膛,月,小,冂,口,土,,,,
Нет,,熟,亠,口,子,丸,火,,,,
Нет,,摩,广,木,木,手,,,,,
Нет,,颜,亠,丷,厂,彡,页,,,,
Нет,,毅,亠,丷,豕,殳,,,,,
Да,胡,糊,米,十,口,月,,,,,
Да,尊,遵,辶,丷,酉,寸,,,,,
Нет,,潜,氵,夫,夫,曰,,,,,
Нет,,潮,氵,十,日,十,月,,,,
Нет,,懂,忄,艹,重,,,,,,
Да,客,额,宀,夂,口,页,,,,,
Да,尉,慰,尸,示,寸,心,,,,,
Нет,,劈,尸,口,辛,刀,,,,,
Нет,,操,扌,口,口,口,木,,,,
Нет,,燕,廿,{⿰二丨},匕,口,火,,,,
Да,署,薯,艹,罒,耂,日,,,,,
Нет,,薪,艹,立,木,斤,,,,,
Нет,,薄,艹,氵,甫,寸,,,,,
Нет,,颠,直,八,页,,,,,,
Нет,,橘,木,矛,冂,八,口,,,,
Да,正,整,束,攴,正,,,,,,
Да,虫,融,鬲,虫,,,,,,,
Да,星,醒,酉,生,日,,,,,,
Нет,,餐,歺,又,食,,,,,,
Нет,,嘴,口,止,匕,角,,,,,
Нет,,蹄,口,卜,人,亠,丷,冖,巾,,
Нет,,器,口,口,犬,口,口,,,,
Нет,,赠,贝,丷,口,丨,丷,曰,,,
Да,黑,默,黑,犬,,,,,,,
Нет,,镜,钅,立,日,儿,,,,,
Нет,,赞,丿,土,儿,丿,土,儿,贝,,
Да,监,篮,竹,丨,丨,丿,一,丶,皿,,
Нет,,邀,辶,白,方,攴,,,,,
Да,行,衡,彳,一,丁,刀,田,大,,,
Нет,,膨,月,十,豆,彡,,,,,
Да,周,雕,冂,土,口,隹,,,,,
Нет,,磨,广,木,木,石,,,,,
Нет,,凝,冫,匕,矢,龴,乛,卜,人,,
Нет,,辨,辛,丶,丿,辛,,,,,
Нет,,辩,辛,讠,辛,,,,,,
Да,唐,糖,米,广,肀,口,,,,,
Да,羔,糕,米,羊,火,,,,,,
Нет,,燃,火,月,犬,灬,,,,,
Нет,,澡,氵,口,口,口,木,,,,
Нет,,激,氵,白,方,攴,,,,,
Да,剌,懒,忄,束,刀,贝,,,,,
Нет,,壁,尸,口,辛,土,,,,,
Нет,,避,辶,尸,口,辛,,,,,
Нет,,缴,纟,白,方,攴,,,,,
Нет,,戴,十,戈,田,井,八,,,,
Нет,,擦,扌,宀,𱼀,示,,,,,
Нет,,鞠,革,勹,米,,,,,,
Да,臧,藏,艹,戈,爿,臣,,,,,
Да,相,霜,雨,木,目,,,,,,
Нет,,霞,雨,叚,,,,,,,
Нет,,瞧,目,隹,火,,,,,,
Нет,,蹈,口,卜,人,爪,臼,,,,
Нет,,螺,虫,田,糸,,,,,,
Нет,,穗,禾,一,由,厶,心,,,,
Нет,,繁,𠂉,母,攵,糸,,,,,
Нет,,辫,辛,纟,辛,,,,,,
Да,嬴,赢,亡,口,月,贝,凡,,,,
Нет,,糟,米,卄,曰,日,,,,,
Да,康,糠,米,广,隶,,,,,,
Нет,,燥,火,口,口,口,木,,,,
Нет,,臂,月,尸,口,辛,,,,,
Нет,,翼,习,习,田,井,八,,,,
Нет,,骤,马,耳,又,乑,,,,,
Нет,,鞭,革,人,更,,,,,,
Нет,,覆,西,彳,丿,一,日,夂,,,
Нет,,蹦,口,卜,人,山,月,月,,,
Нет,,镰,钅,广,兼,,,,,,
Нет,,翻,釆,田,习,习,,,,,
Нет,,鹰,广,人,隹,鸟,,,,,
Да,敬,警,艹,勹,口,攴,言,,,,
Нет,,攀,木,乂,乂,木,大,手,,,
Да,尊,蹲,口,卜,人,丷,酉,寸,,,
Да,亶,颤,亠,囗,口,日,一,页,,,
Нет,,瓣,辛,瓜,辛,,,,,,
Нет,,爆,火,日,龷,八,氺,,,,
Да,畺,疆,弓,土,三,田,田,,,,
Нет,,壤,土,口,口,井,一,衣,,,
Да,翟,耀,小,兀,习,习,隹,,,,
Нет,,躁,口,卜,人,口,口,口,木,,
Да,爵,嚼,口,爫,罒,{⿸𢀳丶},寸,,,,
Нет,,嚷,口,口,口,井,一,衣,,,
Нет,,籍,竹,耒,井,日,,,,,
Нет,,魔,广,木,木,鬼,,,,,
Нет,,灌,氵,艹,口,口,隹,,,,
Нет,,蠢,𡗗,日,虫,虫,,,,,
Нет,,霸,雨,革,月,,,,,,
Да,路,露,雨,口,卜,人,夂,口,,,
Нет,,囊,一,口,丨,冂,口,口,井,一,𧘇
Нет,,罐,缶,艹,口,口,隹,,,,
Нет,,匕,乚,丿,,,,,,,
Нет,,刁,刁,,,,,,,,
Нет,,丐,丐,,,,,,,,
Нет,,歹,一,夕,,,,,,,
Нет,,戈,戈,,,,,,,,
Нет,,夭,丿,大,,,,,,,
Нет,,仑,人,匕,,,,,,,
Нет,,讥,讠,几,,,,,,,
Нет,,冗,冖,几,,,,,,,
Нет,,邓,又,阝,,,,,,,
Нет,,艾,艹,乂,,,,,,,
Нет,,夯,大,力,,,,,,,
Нет,,凸,凸,,,,,,,,
Нет,,卢,卜,尸,,,,,,,
Нет,,叭,口,八,,,,,,,
Нет,,叽,口,几,,,,,,,
Нет,,皿,皿,,,,,,,,
Нет,,凹,凹,,,,,,,,
Нет,,囚,囗,人,,,,,,,
Нет,,矢,丿,天,,,,,,,
Нет,,乍,丿,一,丨,二,,,,,
Нет,,尔,刀,小,,,,,,,
Нет,,冯,冫,马,,,,,,,
Нет,,玄,亠,幺,,,,,,,
Нет,,邦,丰,阝,,,,,,,
Нет,,迂,辶,于,,,,,,,
Да,开,邢,开,阝,,,,,,,
Нет,,芋,艹,于,,,,,,,
Нет,,芍,艹,勺,,,,,,,
Нет,,吏,一,口,乂,,,,,,
Нет,,夷,大,弓,,,,,,,
Да,龠,吁,口,于,,,,,,,
Нет,,吕,口,口,,,,,,,
Нет,,吆,口,幺,,,,,,,
Да,乞,屹,山,丿,一,乙,,,,,
Нет,,廷,廴,壬,,,,,,,
Да,乞,迄,辶,丿,一,乙,,,,,
Нет,,臼,丿,丨,一,彐,,,,,
Да,中,仲,人,中,,,,,,,
Нет,,伦,人,仑,,,,,,,
Нет,,伊,人,尹,,,,,,,
Да,力,肋,月,力,,,,,,,
Да,九,旭,九,日,,,,,,,
Да,凶,匈,勹,凵,乂,,,,,,
Да,凫,凫,{⿱丿⿴#(-𠃌㇉)丶},几,,,,,,,
Да,爿,妆,丬,女,,,,,,,
Нет,,亥,亥,,,,,,,,
Нет,,汛,氵,卂,,,,,,,
Нет,,讳,讠,韦,,,,,,,
Нет,,讶,讠,牙,,,,,,,
Да,化,讹,讠,人,匕,,,,,,
Нет,,讼,讠,八,厶,,,,,,
Нет,,诀,讠,夬,,,,,,,
Нет,,弛,弓,也,,,,,,,
Да,井,阱,阝,井,,,,,,,
Да,大,驮,马,大,,,,,,,
Да,川,驯,马,川,,,,,,,
Нет,,纫,纟,刃,,,,,,,
Да,久,玖,王,久,,,,,,,
Нет,,玛,王,马,,,,,,,
Нет,,韧,韦,刃,,,,,,,
Нет,,抠,扌,匚,乂,,,,,,
Нет,,扼,扌,厂,卩,,,,,,
Да,工,汞,工,水,,,,,,,
Нет,,扳,扌,厂,又,,,,,,
Нет,,抡,扌,仑,,,,,,,
Да,欠,坎,土,欠,,,,,,,
Нет,,坞,土,乌,,,,,,,
Да,印,抑,扌,卬,,,,,,,
Да,以,拟,扌,{⿰𠄌丶},人,,,,,,
Да,予,抒,扌,予,,,,,,,
Нет,,芙,艹,夫,,,,,,,
Нет,,芜,艹,无,,,,,,,
Нет,,苇,艹,韦,,,,,,,
Да,介,芥,艹,人,丿,丨,,,,,
Нет,,芯,艹,心,,,,,,,
Нет,,芭,艹,巴,,,,,,,
Да,丈,杖,木,丈,,,,,,,
Да,三,杉,木,彡,,,,,,,
Нет,,巫,工,人,人,,,,,,
Нет,,杈,木,叉,,,,,,,
Нет,,甫,一,丶,用,,,,,,
Нет,,匣,匚,甲,,,,,,,
Да,干,轩,车,干,,,,,,,
Да,卤,卤,卜,囗,乂,,,,,,
Да,小,肖,小,月,,,,,,,
Нет,,吱,口,十,又,,,,,,
Нет,,吠,口,犬,,,,,,,
Нет,,呕,口,匚,乂,,,,,,
Да,内,呐,口,内,,,,,,,
Да,今,吟,口,今,,,,,,,
Нет,,呛,口,人,卩,,,,,,
Да,勿,吻,口,勿,,,,,,,
Нет,,吭,口,亠,几,,,,,,
Нет,,邑,口,巴,,,,,,,
Нет,,囤,囗,屯,,,,,,,
Да,允,吮,口,厶,儿,,,,,,
Нет,,岖,山,匚,乂,,,,,,
Нет,,牡,牛,土,,,,,,,
Да,右,佑,人,一,丿,口,,,,,
Да,田,佃,人,田,,,,,,,
Нет,,伺,人,司,,,,,,,
Нет,,囱,丶,囗,夕,,,,,,
Да,工,肛,月,工,,,,,,,
Да,肘,肘,月,寸,,,,,,,
Да,田,甸,勹,田,,,,,,,
Да,贝,狈,犭,贝,,,,,,,
Да,九,鸠,九,鸟,,,,,,,
Да,肜,彤,丹,彡,,,,,,,
Да,久,灸,久,火,,,,,,,
Да,包,刨,勹,己,刀,,,,,,
Нет,,庇,广,匕,匕,,,,,,
Да,文,吝,文,口,,,,,,,
Нет,,庐,广,户,,,,,,,
Нет,,闰,门,王,,,,,,,
Нет,,兑,丷,口,儿,,,,,,
Нет,,灼,火,勺,,,,,,,
Да,木,沐,氵,木,,,,,,,
Нет,,沛,氵,巿,,,,,,,
Да,太,汰,氵,太,,,,,,,
Да,历,沥,氵,厂,力,,,,,,
Нет,,沦,氵,仑,,,,,,,
Да,凶,汹,氵,凵,乂,,,,,,
Нет,,沧,氵,人,卩,,,,,,
